Anton Paar Monowave Series
Serial Number: 82701239
Instrument Software Version: 4.10.10607.14

Processing Protocol;
Experiment Name;vb-4W-1min
Experiment Date;3/23/2023 9:09:01 AM
Experiment Unique ID;1176
User;Administrator
Vial Type;Glass vial G30
;
Steps;
Step;Program;Temperature;Time;Power;Cooling;Stirrer Speed
;;°C;hh:mm:ss;W;;rpm
1;Constant power;65;00:01:00;4;Off;600
2;Hold;-;00:00:00;850;Off;600
3;Cool down;65;-;-;On;600
;
Experiment Result;
Result;OK
;
;
Time;Step Time;Temp IR;Temp Ruby;Pressure;Power;Stirrer Speed;Fan Level;Step No.
hh:mm:ss;hh:mm:ss;°C;°C;bar;W;rpm;;
00:00:00;00:00:00;32;41;0.0;0;600;Off;1
00:00:01;00:00:01;32;41;0.0;4;600;Off;1
00:00:02;00:00:02;33;41;0.0;4;600;Off;1
00:00:03;00:00:03;32;41;0.0;4;600;Off;1
00:00:04;00:00:04;32;41;0.0;4;600;Off;1
00:00:05;00:00:05;32;41;0.0;4;600;Off;1
00:00:06;00:00:06;33;41;0.0;4;600;Off;1
00:00:07;00:00:07;32;41;0.0;4;600;Off;1
00:00:08;00:00:08;32;41;0.0;4;600;Off;1
00:00:09;00:00:09;33;41;0.0;4;600;Off;1
00:00:10;00:00:10;33;41;0.0;4;600;Off;1
00:00:11;00:00:11;32;41;0.0;4;600;Off;1
00:00:12;00:00:12;33;41;0.0;4;600;Off;1
00:00:13;00:00:13;33;41;0.0;4;600;Off;1
00:00:14;00:00:14;33;41;0.0;4;600;Off;1
00:00:15;00:00:15;33;41;0.0;4;600;Off;1
00:00:16;00:00:16;33;41;0.0;4;600;Off;1
00:00:17;00:00:17;33;41;0.0;4;600;Off;1
00:00:18;00:00:18;33;41;0.0;4;600;Off;1
00:00:19;00:00:19;33;41;0.0;4;600;Off;1
00:00:20;00:00:20;34;41;0.0;4;600;Off;1
00:00:21;00:00:21;34;41;0.0;4;600;Off;1
00:00:22;00:00:22;33;41;0.0;4;600;Off;1
00:00:23;00:00:23;33;41;0.0;4;600;Off;1
00:00:24;00:00:24;33;41;0.0;4;600;Off;1
00:00:25;00:00:25;34;41;0.0;4;600;Off;1
00:00:26;00:00:26;34;41;0.0;4;600;Off;1
00:00:27;00:00:27;34;41;0.0;4;600;Off;1
00:00:28;00:00:28;34;41;0.0;4;600;Off;1
00:00:29;00:00:29;34;41;0.0;4;600;Off;1
00:00:30;00:00:30;33;41;0.0;4;600;Off;1
00:00:31;00:00:31;34;41;0.0;4;600;Off;1
00:00:32;00:00:32;34;41;0.0;4;600;Off;1
00:00:33;00:00:33;34;41;0.0;4;600;Off;1
00:00:34;00:00:34;34;41;0.0;4;600;Off;1
00:00:35;00:00:35;34;41;0.0;4;600;Off;1
00:00:36;00:00:36;34;41;0.0;4;600;Off;1
00:00:37;00:00:37;34;41;0.0;4;600;Off;1
00:00:38;00:00:38;34;41;0.0;4;600;Off;1
00:00:39;00:00:39;35;41;0.0;4;600;Off;1
00:00:40;00:00:40;34;41;0.0;4;600;Off;1
00:00:41;00:00:41;34;41;0.0;4;600;Off;1
00:00:42;00:00:42;34;41;0.0;4;600;Off;1
00:00:43;00:00:43;35;41;0.0;4;600;Off;1
00:00:44;00:00:44;35;41;0.0;4;600;Off;1
00:00:45;00:00:45;34;41;0.0;4;600;Off;1
00:00:46;00:00:46;34;41;0.0;4;600;Off;1
00:00:47;00:00:47;35;41;0.0;4;600;Off;1
00:00:48;00:00:48;35;41;0.0;4;600;Off;1
00:00:49;00:00:49;35;41;0.0;4;600;Off;1
00:00:50;00:00:50;35;41;0.0;4;600;Off;1
00:00:51;00:00:51;35;41;0.0;4;600;Off;1
00:00:52;00:00:52;35;41;0.0;4;600;Off;1
00:00:53;00:00:53;35;41;0.0;4;600;Off;1
00:00:54;00:00:54;35;41;0.0;4;600;Off;1
00:00:55;00:00:55;35;41;0.0;4;600;Off;1
00:00:56;00:00:56;36;41;0.0;4;600;Off;1
00:00:57;00:00:57;35;41;0.0;4;600;Off;1
00:00:58;00:00:58;36;41;0.0;4;600;Off;1
00:00:59;00:00:59;36;41;0.0;4;600;Off;1
00:01:00;00:01:00;36;41;0.0;4;600;Off;1
00:01:01;00:00:00;36;41;0.0;0;600;Off;2
00:01:02;00:00:01;36;41;0.0;0;600;Off;2
00:01:03;00:00:00;36;41;0.0;0;600;On;3
00:01:04;00:00:01;36;41;0.0;0;600;On;3
00:01:05;00:00:02;36;41;0.0;0;600;On;3
00:01:06;00:00:03;37;41;0.0;0;600;On;3
00:01:07;00:00:04;37;41;0.0;0;600;On;3
00:01:08;00:00:05;37;41;0.0;0;600;On;3
;
